"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Tobacco Use"	"Tobacco Use Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"April"	"4"	"Yes"	"1"	24	3276.08	23.92	38.71	38.21
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"April"	"4"	"No"	"2"	92	3327.96	27.74	39.00	38.46
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"May"	"5"	"Yes"	"1"	28	3005.43	25.11	37.89	37.93
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"May"	"5"	"No"	"2"	98	3359.66	27.44	38.12	38.20
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"June"	"6"	"Yes"	"1"	20	2887.90	26.55	37.25	37.50
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"June"	"6"	"No"	"2"	103	3323.31	27.21	39.07	38.88
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"July"	"7"	"Yes"	"1"	40	3140.25	25.35	38.80	38.75
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"July"	"7"	"No"	"2"	96	3347.58	26.36	39.11	38.85
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"August"	"8"	"Yes"	"1"	26	3000.35	22.73	38.50	38.46
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"August"	"8"	"No"	"2"	100	3247.98	27.32	38.71	38.46
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"September"	"9"	"Yes"	"1"	28	2971.39	26.61	38.18	38.04
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"September"	"9"	"No"	"2"	82	3382.44	26.79	38.92	38.96
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"October"	"10"	"Yes"	"1"	31	3076.17	25.10	38.42	37.61
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"October"	"10"	"No"	"2"	84	3344.43	26.14	38.83	38.62
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"November"	"11"	"Yes"	"1"	25	3046.20	26.88	38.08	37.92
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"November"	"11"	"No"	"2"	81	3320.68	26.36	38.75	38.76
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"December"	"12"	"Yes"	"1"	24	3219.17	25.38	38.71	38.46
	"Chautauqua County, NY"	"36013"	"2013"	"2013"	"December"	"12"	"No"	"2"	76	3287.51	27.92	38.73	38.49
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"January"	"1"	"Yes"	"1"	32	3096.16	25.50	39.19	38.84
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"January"	"1"	"No"	"2"	88	3417.41	27.82	38.64	38.74
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"February"	"2"	"Yes"	"1"	30	3107.27	25.40	39.50	39.10
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"February"	"2"	"No"	"2"	100	3272.65	26.59	38.65	38.60
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"March"	"3"	"Yes"	"1"	25	3130.64	24.28	38.72	38.60
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"March"	"3"	"No"	"2"	109	3308.45	26.32	38.84	38.62
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"April"	"4"	"Yes"	"1"	20	3074.00	24.80	38.95	38.60
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"April"	"4"	"No"	"2"	95	3331.87	27.08	38.79	38.50
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"May"	"5"	"Yes"	"1"	21	3151.29	26.29	39.05	39.10
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"May"	"5"	"No"	"2"	104	3331.57	26.85	38.95	38.85
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"June"	"6"	"Yes"	"1"	28	2954.75	25.25	37.61	37.29
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"June"	"6"	"No"	"2"	82	3324.44	27.38	39.19	38.81
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"July"	"7"	"Yes"	"1"	44	2956.73	25.52	37.80	37.61
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"July"	"7"	"No"	"2"	91	3512.74	27.23	39.17	38.98
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"August"	"8"	"Yes"	"1"	24	2942.46	24.42	39.08	38.17
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"August"	"8"	"No"	"2"	91	3393.57	27.63	39.15	38.78
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"September"	"9"	"Yes"	"1"	32	3089.94	25.69	39.44	38.69
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"September"	"9"	"No"	"2"	100	3307.44	25.97	38.92	38.76
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"October"	"10"	"Yes"	"1"	22	3189.91	25.64	39.23	38.77
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"October"	"10"	"No"	"2"	98	3290.36	26.30	39.02	38.74
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"November"	"11"	"Yes"	"1"	16	3261.56	26.88	40.00	38.38
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"November"	"11"	"No"	"2"	80	3367.39	26.59	38.80	38.85
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"December"	"12"	"Yes"	"1"	24	3034.12	25.21	38.50	38.12
	"Chautauqua County, NY"	"36013"	"2014"	"2014"	"December"	"12"	"No"	"2"	118	3431.96	27.20	39.22	38.77
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"January"	"1"	"Yes"	"1"	28	2999.00	25.29	39.07	38.39
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"January"	"1"	"No"	"2"	56	3292.38	26.09	39.50	38.84
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"February"	"2"	"Yes"	"1"	18	3169.67	24.22	38.44	38.72
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"February"	"2"	"No"	"2"	79	3332.68	27.63	38.71	38.52
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"March"	"3"	"Yes"	"1"	19	3165.21	25.95	39.00	38.74
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"March"	"3"	"No"	"2"	112	3310.55	27.13	38.86	38.60
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"April"	"4"	"Yes"	"1"	21	3127.38	25.90	39.48	38.90
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"April"	"4"	"No"	"2"	69	3337.16	26.25	38.60	38.51
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"May"	"5"	"Yes"	"1"	18	3293.78	27.44	39.17	38.78
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"May"	"5"	"No"	"2"	113	3378.17	26.53	39.05	38.98
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"June"	"6"	"Yes"	"1"	27	3098.89	26.33	39.19	38.93
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"June"	"6"	"No"	"2"	107	3360.24	27.61	38.78	38.56
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"July"	"7"	"Yes"	"1"	31	3065.06	27.10	39.00	38.48
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"July"	"7"	"No"	"2"	117	3396.71	27.44	39.09	38.87
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"August"	"8"	"Yes"	"1"	27	3036.67	26.33	38.48	38.37
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"August"	"8"	"No"	"2"	99	3291.07	28.13	38.60	38.48
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"September"	"9"	"Yes"	"1"	23	3285.52	25.65	39.65	39.00
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"September"	"9"	"No"	"2"	104	3321.22	26.10	38.78	38.55
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"October"	"10"	"Yes"	"1"	26	3060.69	26.46	38.73	38.46
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"October"	"10"	"No"	"2"	86	3402.19	26.36	39.23	39.18
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"November"	"11"	"Yes"	"1"	18	3177.50	23.33	38.61	38.28
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"November"	"11"	"No"	"2"	88	3340.75	26.76	38.68	38.75
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"December"	"12"	"Yes"	"1"	32	3039.03	26.94	38.25	38.09
	"Chautauqua County, NY"	"36013"	"2015"	"2015"	"December"	"12"	"No"	"2"	115	3319.15	27.62	38.81	38.46
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"January"	"1"	"Yes"	"1"	18	3031.83	25.83	38.72	38.33
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"January"	"1"	"No"	"2"	92	3422.96	27.24	38.76	38.76
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"February"	"2"	"Yes"	"1"	26	3004.58	24.35	38.12	37.04
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"February"	"2"	"No"	"2"	95	3293.68	27.28	39.15	38.71
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"March"	"3"	"Yes"	"1"	20	2836.20	24.60	37.35	37.30
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"March"	"3"	"No"	"2"	90	3323.76	26.88	38.43	38.01
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"April"	"4"	"Yes"	"1"	25	3148.64	26.40	38.40	38.08
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"April"	"4"	"No"	"2"	108	3381.26	27.58	38.88	38.64
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"May"	"5"	"Yes"	"1"	15	2371.13	29.27	35.80	35.93
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"May"	"5"	"No"	"2"	99	3363.26	27.01	38.72	38.57
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"June"	"6"	"Yes"	"1"	16	3053.81	26.19	39.69	38.75
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"June"	"6"	"No"	"2"	81	3380.38	27.44	38.84	38.70
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"July"	"7"	"Yes"	"1"	16	3076.94	27.88	38.25	38.62
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"July"	"7"	"No"	"2"	95	3304.48	26.86	39.22	38.82
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"August"	"8"	"Yes"	"1"	13	2998.85	25.08	39.15	38.54
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"August"	"8"	"No"	"2"	124	3324.95	27.10	38.76	38.59
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"September"	"9"	"Yes"	"1"	20	3338.90	26.30	38.45	38.40
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"September"	"9"	"No"	"2"	90	3420.13	26.54	39.43	38.87
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"October"	"10"	"Yes"	"1"	20	3207.25	25.95	39.15	39.10
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"October"	"10"	"No"	"2"	84	3434.16	25.98	39.22	38.95
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"November"	"11"	"Yes"	"1"	12	3238.33	26.42	39.25	38.92
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"November"	"11"	"No"	"2"	85	3394.10	26.11	38.52	38.57
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"December"	"12"	"Yes"	"1"	16	3051.69	26.00	38.69	38.31
	"Chautauqua County, NY"	"36013"	"2016"	"2016"	"December"	"12"	"No"	"2"	85	3198.39	27.76	38.40	38.05
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"January"	"1"	"Yes"	"1"	20	3016.75	25.65	38.00	38.25
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"January"	"1"	"No"	"2"	90	3360.30	27.77	38.67	38.49
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"February"	"2"	"Yes"	"1"	17	3081.47	27.88	37.53	38.18
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"February"	"2"	"No"	"2"	68	3282.22	27.50	38.55	38.45
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"March"	"3"	"Yes"	"1"	20	3045.30	25.80	38.10	37.85
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"March"	"3"	"No"	"2"	101	3370.49	28.09	38.95	38.69
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"April"	"4"	"Yes"	"1"	21	3457.38	27.14	39.43	39.33
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"April"	"4"	"No"	"2"	98	3345.99	27.57	38.65	38.56
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"May"	"5"	"Yes"	"1"	25	3096.96	25.28	38.56	38.32
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"May"	"5"	"No"	"2"	85	3363.92	27.44	38.80	38.57
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"June"	"6"	"Yes"	"1"	23	3328.00	26.04	39.70	39.04
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"June"	"6"	"No"	"2"	94	3518.51	28.20	39.15	39.01
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"July"	"7"	"Yes"	"1"	26	3025.65	25.81	38.54	38.12
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"July"	"7"	"No"	"2"	88	3430.40	27.19	39.62	39.18
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"August"	"8"	"Yes"	"1"	23	3273.65	26.83	39.35	38.91
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"August"	"8"	"No"	"2"	91	3269.95	27.96	38.60	38.34
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"September"	"9"	"Yes"	"1"	24	3054.04	25.96	38.50	38.12
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"September"	"9"	"No"	"2"	101	3324.20	27.33	38.94	38.44
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"October"	"10"	"Yes"	"1"	23	2804.96	26.83	37.04	37.48
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"October"	"10"	"No"	"2"	110	3328.36	27.65	38.93	38.57
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"November"	"11"	"Yes"	"1"	21	3201.76	28.29	38.86	39.10
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"November"	"11"	"No"	"2"	81	3364.38	26.31	39.00	38.82
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"December"	"12"	"Yes"	"1"	15	2894.60	27.27	37.73	37.67
	"Chautauqua County, NY"	"36013"	"2017"	"2017"	"December"	"12"	"No"	"2"	79	3428.20	27.52	39.21	39.16
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"January"	"1"	"Yes"	"1"	16	2988.44	25.94	38.94	38.56
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"January"	"1"	"No"	"2"	250	3440.71	29.76	38.95	38.83
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"January"	"1"	"Not Stated"	"9"	19	3161.63	29.63	38.68	38.89
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"February"	"2"	"Yes"	"1"	11	3328.55	28.00	39.64	39.64
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"February"	"2"	"No"	"2"	201	3356.91	29.65	38.81	38.89
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"February"	"2"	"Not Stated"	"9"	25	3131.76	30.44	38.60	37.68
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"March"	"3"	"Yes"	"1"	17	3188.06	28.24	39.53	39.06
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"March"	"3"	"No"	"2"	244	3335.82	30.24	38.74	38.71
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"March"	"3"	"Not Stated"	"9"	21	3208.67	30.62	37.76	37.86
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"Yes"	"1"	13	2934.46	27.38	38.38	37.38
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"No"	"2"	196	3389.77	30.44	39.07	38.89
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"Not Stated"	"9"	12	3208.08	31.83	37.67	37.67
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"Yes"	"1"	15	3367.40	26.53	38.53	38.93
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"No"	"2"	236	3359.38	29.69	38.74	38.72
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"Not Stated"	"9"	15	3269.40	28.93	37.80	37.93
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"Yes"	"1"	11	2999.73	27.27	38.73	38.91
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"No"	"2"	228	3407.52	29.97	38.93	38.94
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"Not Stated"	"9"	19	3169.74	29.95	39.16	38.84
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"Yes"	"1"	18	3242.72	24.33	39.00	39.00
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"No"	"2"	224	3331.24	29.78	38.89	38.84
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"Not Stated"	"9"	16	3601.75	29.62	39.81	39.44
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"Yes"	"1"	14	3173.29	28.36	38.71	38.21
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"No"	"2"	235	3319.22	30.26	38.86	38.77
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"Not Stated"	"9"	19	2874.63	32.16	37.16	36.47
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"Yes"	"1"	16	3357.94	24.44	39.00	39.19
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"No"	"2"	242	3389.60	28.68	39.22	39.09
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"Not Stated"	"9"	24	3418.54	31.54	39.29	39.08
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"Yes"	"1"	16	3328.69	30.69	38.12	38.06
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"No"	"2"	233	3312.45	28.82	38.75	38.74
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"Not Stated"	"9"	18	3209.33	29.44	38.78	38.44
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"Yes"	"1"	21	3109.57	27.24	38.90	38.57
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"No"	"2"	218	3368.44	29.91	39.01	38.98
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"Not Stated"	"9"	16	3437.56	31.31	39.00	39.06
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"Yes"	"1"	13	3113.69	27.15	39.00	38.85
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"No"	"2"	193	3314.21	29.51	38.67	38.77
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"Not Stated"	"9"	24	3474.25	29.17	38.83	39.04
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"Yes"	"1"	19	3417.79	27.47	40.21	39.74
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"No"	"2"	214	3252.81	30.79	38.44	38.36
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"Not Stated"	"9"	17	3532.06	29.88	39.71	39.00
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"Yes"	"1"	16	3238.44	27.19	38.56	39.19
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"No"	"2"	225	3396.31	29.58	39.03	38.98
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"Not Stated"	"9"	14	3211.64	30.50	38.93	38.79
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"Yes"	"1"	18	3261.22	25.50	38.83	38.56
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"No"	"2"	237	3347.05	29.88	38.69	38.64
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"Not Stated"	"9"	17	3568.53	30.18	39.53	39.18
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"Yes"	"1"	14	3345.14	23.86	39.64	39.14
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"No"	"2"	201	3378.07	29.71	39.13	38.91
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"Not Stated"	"9"	14	3473.00	30.00	39.07	39.07
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"Yes"	"1"	24	3055.54	25.96	38.79	38.96
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"No"	"2"	223	3356.68	30.00	38.73	38.65
